#node	identifier	x_position	y_position	color	annotation
CD44	9606.ENSP00000398632	0.21568429551877272	0.3787261698440208	rgb(239,206,117)	CD44 antigen; Cell-surface receptor that plays a role in cell-cell interactions, cell adhesion and migration, helping them to sense and respond to changes in the tissue microenvironment. Participates thereby in a wide variety of cellular functions including the activation, recirculation and homing of T-lymphocytes, hematopoiesis, inflammation and response to bacterial infection. Engages, through its ectodomain, extracellular matrix components such as hyaluronan/HA, collagen, growth factors, cytokines or proteases and serves as a platform for signal transduction by assembling, via its c [...] 
CD47	9606.ENSP00000355361	0.5808437626160678	0.5822790294627384	rgb(239,207,117)	Leukocyte surface antigen CD47; Has a role in both cell adhesion by acting as an adhesion receptor for THBS1 on platelets, and in the modulation of integrins. Plays an important role in memory formation and synaptic plasticity in the hippocampus (By similarity). Receptor for SIRPA, binding to which prevents maturation of immature dendritic cells and inhibits cytokine production by mature dendritic cells. Interaction with SIRPG mediates cell-cell adhesion, enhances superantigen-dependent T-cell-mediated proliferation and costimulates T-cell activation. May play a role in membrane transp [...] 
CD59	9606.ENSP00000498879	0.0656237383932176	0.6809358752166378	rgb(239,208,117)	CD59 glycoprotein; Potent inhibitor of the complement membrane attack complex (MAC) action. Acts by binding to the C8 and/or C9 complements of the assembling MAC, thereby preventing incorporation of the multiple copies of C9 required for complete formation of the osmolytic pore. This inhibitor appears to be species-specific. Involved in signal transduction for T-cell activation complexed to a protein tyrosine kinase.
CD74	9606.ENSP00000009530	0.7861324182478806	0.8158578856152514	rgb(239,209,117)	HLA class II histocompatibility antigen gamma chain; Plays a critical role in MHC class II antigen processing by stabilizing peptide-free class II alpha/beta heterodimers in a complex soon after their synthesis and directing transport of the complex from the endoplasmic reticulum to the endosomal/lysosomal system where the antigen processing and binding of antigenic peptides to MHC class II takes place. Serves as cell surface receptor for the cytokine MIF.
CD81	9606.ENSP00000263645	0.17753330641905535	0.7464471403812826	rgb(239,210,117)	CD81 antigen; Structural component of specialized membrane microdomains known as tetraspanin-enriched microdomains (TERMs), which act as platforms for receptor clustering and signaling. Essential for trafficking and compartmentalization of CD19 receptor on the surface of activated B cells. Upon initial encounter with microbial pathogens, enables the assembly of CD19-CR2/CD21 and B cell receptor (BCR) complexes at signaling TERMs, lowering the threshold dose of antigen required to trigger B cell clonal expansion and antibody production. In T cells, facilitates the localization of CD247/ [...] 
CD9	9606.ENSP00000371958	0.27926927735163504	0.1022530329289428	rgb(239,210,117)	CD9 antigen; Integral membrane protein associated with integrins, which regulates different processes, such as sperm-egg fusion, platelet activation and aggregation, and cell adhesion. Present at the cell surface of oocytes and plays a key role in sperm-egg fusion, possibly by organizing multiprotein complexes and the morphology of the membrane required for the fusion (By similarity). In myoblasts, associates with CD81 and PTGFRN and inhibits myotube fusion during muscle regeneration (By similarity). In macrophages, associates with CD81 and beta-1 and beta-2 integrins, and prevents mac [...] 
CDC42EP1	9606.ENSP00000249014	0.25383528461849014	0.397053726169844	rgb(239,211,117)	Cdc42 effector protein 1; Probably involved in the organization of the actin cytoskeleton. Induced membrane extensions in fibroblasts.
CDC42EP4	9606.ENSP00000338258	0.5183488090431975	0.12954939341421146	rgb(239,212,117)	Cdc42 effector protein 4; Probably involved in the organization of the actin cytoskeleton. May act downstream of CDC42 to induce actin filament assembly leading to cell shape changes. Induces pseudopodia formation, when overexpressed in fibroblasts; Belongs to the BORG/CEP family.
CDH20	9606.ENSP00000262717	0.38609204683084375	0.7464471403812826	rgb(239,213,117)	Cadherin-20; Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types.
CEND1	9606.ENSP00000328336	0.4878280177634235	0.8010398613518198	rgb(239,214,117)	Cell cycle exit and neuronal differentiation protein 1; Involved in neuronal differentiation.
CFL2	9606.ENSP00000298159	0.14701251513928137	0.6154246100519931	rgb(239,215,117)	Cofilin-2; Controls reversibly actin polymerization and depolymerization in a pH-sensitive manner. Its F-actin depolymerization activity is regulated by association with CSPR3. It has the ability to bind G- and F-actin in a 1:1 ratio of cofilin to actin. It is the major component of intranuclear and cytoplasmic actin rods. Required for muscle maintenance. May play a role during the exchange of alpha-actin forms during the early postnatal remodeling of the sarcomere (By similarity); Belongs to the actin-binding proteins ADF family.
CHDH	9606.ENSP00000319851	0.5997375857892613	0.13500866551126517	rgb(239,216,117)	Choline dehydrogenase, mitochondrial; Choline dehydrogenase.
CHI3L1	9606.ENSP00000255409	0.5081752119499394	0.23327556325823223	rgb(239,217,117)	Chitinase-3-like protein 1; Carbohydrate-binding lectin with a preference for chitin. Has no chitinase activity. May play a role in tissue remodeling and in the capacity of cells to respond to and cope with changes in their environment. Plays a role in T-helper cell type 2 (Th2) inflammatory response and IL-13-induced inflammation, regulating allergen sensitization, inflammatory cell apoptosis, dendritic cell accumulation and M2 macrophage differentiation. Facilitates invasion of pathogenic enteric bacteria into colonic mucosa and lymphoid organs. Mediates activation of AKT1 signaling  [...] 
CHL1	9606.ENSP00000256509	0.4115260395639887	0.23327556325823223	rgb(239,218,117)	Processed neural cell adhesion molecule L1-like protein; Extracellular matrix and cell adhesion protein that plays a role in nervous system development and in synaptic plasticity. Both soluble and membranous forms promote neurite outgrowth of cerebellar and hippocampal neurons and suppress neuronal cell death. Plays a role in neuronal positioning of pyramidal neurons and in regulation of both the number of interneurons and the efficacy of GABAergic synapses. May play a role in regulating cell migration in nerve regeneration and cortical development. Potentiates integrin-dependent cell  [...] 
CKB	9606.ENSP00000299198	0.931832862333468	0.6649480069324091	rgb(239,219,117)	Creatine kinase B-type; Reversibly catalyzes the transfer of phosphate between ATP and various phosphogens (e.g. creatine phosphate). Creatine kinase isoenzymes play a central role in energy transduction in tissues with large, fluctuating energy demands, such as skeletal muscle, heart, brain and spermatozoa.
CLIC4	9606.ENSP00000363500	0.70656035526847	0.8283362218370884	rgb(239,220,117)	Chloride intracellular channel protein 4; Can insert into membranes and form poorly selective ion channels that may also transport chloride ions. Channel activity depends on the pH. Membrane insertion seems to be redox-regulated and may occur only under oxydizing conditions. Promotes cell-surface expression of HRH3. Has alternate cellular functions like a potential role in angiogenesis or in maintaining apical-basolateral membrane polarity during mitosis and cytokinesis. Could also promote endothelial cell proliferation and regulate endothelial morphogenesis (tubulogenesis).
CLIP2	9606.ENSP00000223398	0.41661283811061767	0.5935875216637783	rgb(239,221,117)	CAP-Gly domain-containing linker protein 2; Seems to link microtubules to dendritic lamellar body (DLB), a membranous organelle predominantly present in bulbous dendritic appendages of neurons linked by dendrodendritic gap junctions. May operate in the control of brain-specific organelle translocations (By similarity).
CMBL	9606.ENSP00000296658	0.16735970932579736	0.779202772963605	rgb(239,222,117)	Carboxymethylenebutenolidase homolog; Cysteine hydrolase. Can convert the prodrug olmesartan medoxomil into its pharmacologically active metabolite olmerstatan, an angiotensin receptor blocker, in liver and intestine. May also activate beta-lactam antibiotics faropenem medoxomil and lenampicillin.
CMTM5	9606.ENSP00000344819	0.26909568025837705	0.8119584055459272	rgb(239,223,117)	CKLF like MARVEL transmembrane domain containing 5; Belongs to the chemokine-like factor family.
CNDP2	9606.ENSP00000325548	0.8322769479208721	0.6068457538994801	rgb(239,224,117)	Cytosolic non-specific dipeptidase; Hydrolyzes a variety of dipeptides including L-carnosine but has a strong preference for Cys-Gly. Acts as a functional tumor suppressor in gastric cancer via activation of the mitogen-activated protein kinase (MAPK) pathway. An elevated level of CNDP2 activates the p38 and JNK MAPK pathways to induce cell apoptosis, and a lower level of CNDP2 activates the ERK MAPK pathway to promote cell proliferation. Isoform 2 may play a role as tumor suppressor in hepatocellular carcinoma (HCC) cells. Catalyzes the production of N-lactoyl-amino acids from lactate [...] 
CNP	9606.ENSP00000377470	0.09105773112636253	0.5171577123050259	rgb(239,225,117)	2',3'-cyclic-nucleotide 3'-phosphodiesterase; May participate in RNA metabolism in the myelinating cell, CNP is the third most abundant protein in central nervous system myelin.
CNRIP1	9606.ENSP00000263655	0.17753330641905535	0.6481802426343155	rgb(239,226,117)	CB1 cannabinoid receptor-interacting protein 1; [Isoform 1]: Suppresses cannabinoid receptor CNR1-mediated tonic inhibition of voltage-gated calcium channels. Belongs to the CNRIP family.
COMMD4	9606.ENSP00000267935	0.6106378683891805	0.1841421143847487	rgb(239,227,117)	COMM domain-containing protein 4; May modulate activity of cullin-RING E3 ubiquitin ligase (CRL) complexes. Down-regulates activation of NF- kappa-B.
COMT	9606.ENSP00000354511	0.6647759386354462	0.6622183708838822	rgb(239,227,117)	Catechol O-methyltransferase; Catalyzes the O-methylation, and thereby the inactivation, of catecholamine neurotransmitters and catechol hormones. Also shortens the biological half-lives of certain neuroactive drugs, like L-DOPA, alpha-methyl DOPA and isoproterenol; Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-dependent O-methyltransferase family.
COPS7A	9606.ENSP00000446039	0.1368389180460234	0.8556325823223571	rgb(239,228,117)	COP9 signalosome complex subunit 7a; Component of the COP9 signalosome complex (CSN), a complex involved in various cellular and developmental processes. The CSN complex is an essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of SCF- type E3 ligase complexes, leading to decrease the Ubl ligase activity of SCF-type complexes such as SCF, CSA or DDB2. The complex is also involved in phosphorylation of p53/TP53, JUN, I-kappa-B-alpha/NFKBIA, ITPK1 and IRF8/ICSBP, possibly via its association with CK2 and PKD kinases. CSN-de [...] 
CORO1A	9606.ENSP00000219150	0.4115260395639887	0.5772097053726171	rgb(239,229,117)	Coronin-1A; May be a crucial component of the cytoskeleton of highly motile cells, functioning both in the invagination of large pieces of plasma membrane, as well as in forming protrusions of the plasma membrane involved in cell locomotion. In mycobacteria-infected cells, its retention on the phagosomal membrane prevents fusion between phagosomes and lysosomes; Belongs to the WD repeat coronin family.
CORO2B	9606.ENSP00000261861	0.6607791683488091	0.7464471403812826	rgb(239,230,117)	Coronin-2B; May play a role in the reorganization of neuronal actin structure; Belongs to the WD repeat coronin family.
COTL1	9606.ENSP00000262428	0.47765442067016556	0.7464471403812826	rgb(239,231,117)	Coactosin-like protein; Binds to F-actin in a calcium-independent manner. Has no direct effect on actin depolymerization. Acts as a chaperone for ALOX5 (5LO), influencing both its stability and activity in leukotrienes synthesis.
CPNE3	9606.ENSP00000477590	0.711647153815099	0.8610918544194107	rgb(239,232,117)	Copine-3; Calcium-dependent phospholipid-binding protein that plays a role in ERBB2-mediated tumor cell migration in response to growth factor heregulin stimulation. Belongs to the copine family.
CPPED1	9606.ENSP00000371193	0.1419257165926524	0.1022530329289428	rgb(239,233,117)	Serine/threonine-protein phosphatase CPPED1; Protein phosphatase that dephosphorylates AKT family kinase specifically at 'Ser-473', blocking cell cycle progression and promoting cell apoptosis. May play an inhibitory role in glucose uptake by adipocytes.
CPQ	9606.ENSP00000220763	0.5437828017763424	0.46802426343154246	rgb(239,234,117)	Carboxypeptidase Q; Carboxypeptidase that may play an important role in the hydrolysis of circulating peptides. Catalyzes the hydrolysis of dipeptides with unsubstituted terminals into amino acids. May play a role in the liberation of thyroxine hormone from its thyroglobulin (Tg) precursor.
CRYAB	9606.ENSP00000433560	0.38609204683084375	0.08587521663778164	rgb(239,235,117)	Alpha-crystallin B chain; May contribute to the transparency and refractive index of the lens. Has chaperone-like activity, preventing aggregation of various proteins under a wide range of stress conditions.
CRYL1	9606.ENSP00000298248	0.14701251513928137	0.5499133448873483	rgb(239,236,117)	Lambda-crystallin homolog; Crystallin lambda 1.
CSPG4	9606.ENSP00000312506	0.7421679450948728	0.238734835355286	rgb(239,237,117)	Chondroitin sulfate proteoglycan 4; Proteoglycan playing a role in cell proliferation and migration which stimulates endothelial cells motility during microvascular morphogenesis. May also inhibit neurite outgrowth and growth cone collapse during axon regeneration. Cell surface receptor for collagen alpha 2(VI) which may confer cells ability to migrate on that substrate. Binds through its extracellular N-terminus growth factors, extracellular matrix proteases modulating their activity. May regulate MPP16-dependent degradation and invasion of type I collagen participating in melanoma ce [...] 
CSRP1	9606.ENSP00000356275	0.11140492531287849	0.3260831889081456	rgb(239,238,117)	Cysteine and glycine-rich protein 1; Could play a role in neuronal development.
CST3	9606.ENSP00000381448	0.7879491320145338	0.42435008665511265	rgb(239,239,117)	Cystatin-C; As an inhibitor of cysteine proteinases, this protein is thought to serve an important physiological role as a local regulator of this enzyme activity; Belongs to the cystatin family.
CTNNB1	9606.ENSP00000495360	0.3911788453774727	0.8665511265164645	rgb(239,239,117)	Catenin beta-1; Key downstream component of the canonical Wnt signaling pathway. In the absence of Wnt, forms a complex with AXIN1, AXIN2, APC, CSNK1A1 and GSK3B that promotes phosphorylation on N-terminal Ser and Thr residues and ubiquitination of CTNNB1 via BTRC and its subsequent degradation by the proteasome. In the presence of Wnt ligand, CTNNB1 is not ubiquitinated and accumulates in the nucleus, where it acts as a coactivator for transcription factors of the TCF/LEF family, leading to activate Wnt responsive genes. Involved in the regulation of cell adhesion, as component of an  [...] 
CTNND2	9606.ENSP00000307134	0.47765442067016556	0.14592720970537262	rgb(238,239,117)	Catenin delta-2; Has a critical role in neuronal development, particularly in the formation and/or maintenance of dendritic spines and synapses. Involved in the regulation of Wnt signaling. It probably acts on beta-catenin turnover, facilitating beta-catenin interaction with GSK3B, phosphorylation, ubiquitination and degradation (By similarity). Functions as a transcriptional activator when bound to ZBTB33 (By similarity). May be involved in neuronal cell adhesion and tissue morphogenesis and integrity by regulating adhesion molecules.
CYB5R1	9606.ENSP00000356218	0.14701251513928137	0.817417677642981	rgb(237,239,117)	NADH-cytochrome b5 reductase 1; NADH-cytochrome b5 reductases are involved in desaturation and elongation of fatty acids, cholesterol biosynthesis, drug metabolism, and, in erythrocyte, methemoglobin reduction. Belongs to the flavoprotein pyridine nucleotide cytochrome reductase family.
CYBB	9606.ENSP00000367851	0.3802785627775535	0.5549826689774697	rgb(236,239,117)	Cytochrome b-245 heavy chain; Critical component of the membrane-bound oxidase of phagocytes that generates superoxide. It is the terminal component of a respiratory chain that transfers single electrons from cytoplasmic NADPH across the plasma membrane to molecular oxygen on the exterior. Also functions as a voltage-gated proton channel that mediates the H(+) currents of resting phagocytes. It participates in the regulation of cellular pH and is blocked by zinc.
CYFIP1	9606.ENSP00000481038	0.26473556721840935	0.7468370883882149	rgb(235,239,117)	Cytoplasmic FMR1-interacting protein 1; Component of the CYFIP1-EIF4E-FMR1 complex which binds to the mRNA cap and mediates translational repression. In the CYFIP1-EIF4E- FMR1 complex this subunit is an adapter between EIF4E and FMR1. Promotes the translation repression activity of FMR1 in brain probably by mediating its association with EIF4E and mRNA (By similarity). Regulates formation of membrane ruffles and lamellipodia. Plays a role in axon outgrowth. Binds to F-actin but not to RNA. Part of the WAVE complex that regulates actin filament reorganization via its interaction with th [...] 
CYFIP2	9606.ENSP00000479719	0.3108800968914009	0.7503466204506066	rgb(234,239,117)	Cytoplasmic FMR1-interacting protein 2; Involved in T-cell adhesion and p53/TP53-dependent induction of apoptosis. Does not bind RNA. As component of the WAVE1 complex, required for BDNF-NTRK2 endocytic trafficking and signaling from early endosomes (By similarity).
CYP1B1	9606.ENSP00000478561	0.5950141299959629	0.7000433275563259	rgb(233,239,117)	Cytochrome P450 1B1; A cytochrome P450 monooxygenase involved in the metabolism of various endogenous substrates, including fatty acids, steroid hormones and vitamins. Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (NADPH--hemoprotein reductase). Exhibits catalytic activity for the formation of hydroxyestrogens from estrone (E1) and 17beta-estradiol (E2), namely 2- and 4-hydroxy E1 and E2. Displays a predominant hydroxylase activity towar [...] 
DBI	9606.ENSP00000486361	0.2080540976988292	0.7136915077989602	rgb(230,239,117)	Acyl-CoA-binding protein; Binds medium- and long-chain acyl-CoA esters with very high affinity and may function as an intracellular carrier of acyl-CoA esters. It is also able to displace diazepam from the benzodiazepine (BZD) recognition site located on the GABA type A receptor. It is therefore possible that this protein also acts as a neuropeptide to modulate the action of the GABA receptor; Belongs to the ACBP family.
DCLK2	9606.ENSP00000303887	0.1419257165926524	0.5335355285961872	rgb(229,239,117)	Serine/threonine-protein kinase DCLK2; Protein kinase with a significantly reduced C(a2+)/CAM affinity and dependence compared to other members of the CaMK family. May play a role in the down-regulation of CRE-dependent gene activation probably by phosphorylation of the CREB coactivator CRTC2/TORC2 and the resulting retention of TORC2 in the cytoplasm (By similarity).
DDAH1	9606.ENSP00000284031	0.3250504642712959	0.16776429809358753	rgb(228,239,117)	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1; Hydrolyzes N(G),N(G)-dimethyl-L-arginine (ADMA) and N(G)- monomethyl-L-arginine (MMA) which act as inhibitors of NOS. Has therefore a role in the regulation of nitric oxide generation.
DDT	9606.ENSP00000381386	0.7879491320145338	0.24965337954939343	rgb(227,239,117)	D-dopachrome decarboxylase; Tautomerization of D-dopachrome with decarboxylation to give 5,6-dihydroxyindole (DHI).
DDX58	9606.ENSP00000369213	0.47256762212353653	0.8337954939341422	rgb(117,158,239)	Antiviral innate immune response receptor RIG-I; Innate immune receptor that senses cytoplasmic viral nucleic acids and activates a downstream signaling cascade leading to the production of type I interferons and proinflammatory cytokines. Forms a ribonucleoprotein complex with viral RNAs on which it homooligomerizes to form filaments. The homooligomerization allows the recruitment of RNF135 an E3 ubiquitin-protein ligase that activates and amplifies the RIG-I-mediated antiviral signaling in an RNA length-dependent manner through ubiquitination-dependent and -independent mechanisms. Up [...] 
DGKG	9606.ENSP00000265022	0.70656035526847	0.5772097053726171	rgb(226,239,117)	Diacylglycerol kinase gamma; Reverses the normal flow of glycerolipid biosynthesis by phosphorylating diacylglycerol back to phosphatidic acid.
DMWD	9606.ENSP00000270223	0.16227291077916836	0.33154246100519935	rgb(225,239,117)	Dystrophia myotonica WD repeat-containing protein; DM1 locus, WD repeat containing.
DNAJB2	9606.ENSP00000338019	0.3911788453774727	0.13500866551126517	rgb(224,239,117)	DnaJ homolog subfamily B member 2; Functions as a co-chaperone, regulating the substrate binding and activating the ATPase activity of chaperones of the HSP70/heat shock protein 70 family. In parallel, also contributes to the ubiquitin-dependent proteasomal degradation of misfolded proteins. Thereby, may regulate the aggregation and promote the functional recovery of misfolded proteins like HTT, MC4R, PRKN, RHO and SOD1 and be crucial for many biological processes. Isoform 1 which is localized to the endoplasmic reticulum membranes may specifically function in ER-associated protein deg [...] 
DNM3	9606.ENSP00000347457	0.11649172385950747	0.5662911611785096	rgb(223,239,117)	Dynamin-3; Microtubule-associated force-producing protein involved in producing microtubule bundles and able to bind and hydrolyze GTP. Most probably involved in vesicular trafficking processes, in particular endocytosis (By similarity); Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family.
DOCK1	9606.ENSP00000485033	0.22985466289866774	0.6052859618717505	rgb(223,239,117)	Dedicator of cytokinesis protein 1; Involved in cytoskeletal rearrangements required for phagocytosis of apoptotic cells and cell motility. Along with DOCK1, mediates CRK/CRKL regulation of epithelial and endothelial cell spreading and migration on type IV collagen. Functions as a guanine nucleotide exchange factor (GEF), which activates Rac Rho small GTPases by exchanging bound GDP for free GTP. Its GEF activity may be enhanced by ELMO1.
DPP6	9606.ENSP00000367001	0.10123132821962051	0.10771230502599655	rgb(222,239,117)	Dipeptidyl aminopeptidase-like protein 6; Promotes cell surface expression of the potassium channel KCND2. Modulates the activity and gating characteristics of the potassium channel KCND2. Has no dipeptidyl aminopeptidase activity.
DPP8	9606.ENSP00000339208	0.12157852240613647	0.3424610051993067	rgb(221,239,117)	Dipeptidyl peptidase 8; Dipeptidyl peptidase that cleaves off N-terminal dipeptides from proteins having a Pro or Ala residue at position 2.
DPYSL2	9606.ENSP00000427985	0.2640088817117481	0.08587521663778164	rgb(220,239,117)	Dihydropyrimidinase-related protein 2; Plays a role in neuronal development and polarity, as well as in axon growth and guidance, neuronal growth cone collapse and cell migration. Necessary for signaling by class 3 semaphorins and subsequent remodeling of the cytoskeleton. May play a role in endocytosis; Belongs to the metallo-dependent hydrolases superfamily. Hydantoinase/dihydropyrimidinase family.
DTNA	9606.ENSP00000470152	0.8032095276544207	0.3042461005199307	rgb(219,239,117)	Dystrobrevin alpha; May be involved in the formation and stability of synapses as well as being involved in the clustering of nicotinic acetylcholine receptors.
DTX3L	9606.ENSP00000296161	0.2080540976988292	0.779202772963605	rgb(218,239,117)	E3 ubiquitin-protein ligase DTX3L; E3 ubiquitin-protein ligase which, in association with ADP- ribosyltransferase PARP9, plays a role in DNA damage repair and in interferon-mediated antiviral responses. Monoubiquitinates several histones, including histone H2A, H2B, H3 and H4. In response to DNA damage, mediates monoubiquitination of 'Lys-91' of histone H4 (H4K91ub1). The exact role of H4K91ub1 in DNA damage response is still unclear but it may function as a licensing signal for additional histone H4 post-translational modifications such as H4 'Lys-20' methylation (H4K20me). PARP1-depe [...] 
DUSP14	9606.ENSP00000477653	0.6302583770690352	0.8610918544194107	rgb(217,239,117)	Dual specificity protein phosphatase 14; Involved in the inactivation of MAP kinases. Dephosphorylates ERK, JNK and p38 MAP-kinases; Belongs to the protein-tyrosine phosphatase family. Non- receptor class dual specificity subfamily.
DYNLT3	9606.ENSP00000367841	0.7777755349212757	0.3915944540727903	rgb(216,239,117)	Dynein light chain Tctex-type 3; Acts as one of several non-catalytic accessory components of the cytoplasmic dynein 1 complex that are thought to be involved in linking dynein to cargos and to adapter proteins that regulate dynein function. Cytoplasmic dynein 1 acts as a motor for the intracellular retrograde motility of vesicles and organelles along microtubules. Probably binds BUB3 as part of transport cargo. Required for the efficient progression through mitosis (By similarity); Belongs to the dynein light chain Tctex-type family.
ECHDC1	9606.ENSP00000436585	0.8003027856277756	0.4855719237435009	rgb(215,239,117)	Ethylmalonyl-CoA decarboxylase; Decarboxylates ethylmalonyl-CoA, a potentially toxic metabolite, to form butyryl-CoA, suggesting it might be involved in metabolite proofreading. Also has methylmalonyl-CoA decarboxylase activity at lower level (By similarity).
EEA1	9606.ENSP00000317955	0.6084578118691967	0.521837088388215	rgb(214,239,117)	Early endosome antigen 1; Binds phospholipid vesicles containing phosphatidylinositol 3-phosphate and participates in endosomal trafficking.
EHBP1	9606.ENSP00000263991	0.17244650787242632	0.3697573656845754	rgb(213,239,117)	EH domain-binding protein 1; May play a role in actin reorganization. Links clathrin- mediated endocytosis to the actin cytoskeleton. May act as Rab effector protein and play a role in vesicle trafficking. Required for perinuclear sorting and insulin- regulated recycling of SLC2A4/GLUT4 in adipocytes (By similarity).
EHD3	9606.ENSP00000327116	0.5285224061364554	0.8010398613518198	rgb(212,239,117)	EH domain-containing protein 3; ATP- and membrane-binding protein that controls membrane reorganization/tubulation upon ATP hydrolysis. In vitro causes tubulation of endocytic membranes. Binding to phosphatidic acid induces its membrane tubulation activity (By similarity). Plays a role in endocytic transport. Involved in early endosome to recycling endosome compartment (ERC), retrograde early endosome to Golgi, and endosome to plasma membrane (rapid recycling) protein transport. Involved in the regulation of Golgi maintenance and morphology. Involved in the recycling of internalized D1 [...] 
EHD4	9606.ENSP00000220325	0.3352240613645539	0.5171577123050259	rgb(211,239,117)	EH domain-containing protein 4; ATP- and membrane-binding protein that probably controls membrane reorganization/tubulation upon ATP hydrolysis. Plays a role in early endosomal transport.
ELMO2	9606.ENSP00000290246	0.26909568025837705	0.5896880415944542	rgb(210,239,117)	Engulfment and cell motility protein 2; Involved in cytoskeletal rearrangements required for phagocytosis of apoptotic cells and cell motility. Acts in association with DOCK1 and CRK. Was initially proposed to be required in complex with DOCK1 to activate Rac Rho small GTPases. May enhance the guanine nucleotide exchange factor (GEF) activity of DOCK1.
EML3	9606.ENSP00000434513	0.47765442067016556	0.08041594454072791	rgb(209,239,117)	Echinoderm microtubule-associated protein-like 3; May modify the assembly dynamics of microtubules, such that microtubules are slightly longer, but more dynamic; Belongs to the WD repeat EMAP family.
EMP3	9606.ENSP00000469194	0.8032095276544207	0.2878682842287695	rgb(208,239,117)	Epithelial membrane protein 3; Probably involved in cell proliferation and cell-cell interactions.
ENDOD1	9606.ENSP00000278505	0.15718611223253937	0.4352686308492201	rgb(207,239,117)	Endonuclease domain-containing 1 protein; May act as a DNase and a RNase; Belongs to the DNA/RNA non-specific endonuclease family.
ENOPH1	9606.ENSP00000273920	0.15718611223253937	0.6863951473136916	rgb(206,239,117)	Enolase-phosphatase E1; Bifunctional enzyme that catalyzes the enolization of 2,3- diketo-5-methylthiopentyl-1-phosphate (DK-MTP-1-P) into the intermediate 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate (HK- MTPenyl-1-P), which is then dephosphorylated to form the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene).
EPB41L1	9606.ENSP00000337168	0.35048445700444086	0.13500866551126517	rgb(205,239,117)	Band 4.1-like protein 1; May function to confer stability and plasticity to neuronal membrane via multiple interactions, including the spectrin-actin-based cytoskeleton, integral membrane channels and membrane-associated guanylate kinases.
EPB41L2	9606.ENSP00000357110	0.47765442067016556	0.11317157712305027	rgb(205,239,117)	Band 4.1-like protein 2; Required for dynein-dynactin complex and NUMA1 recruitment at the mitotic cell cortex during anaphase.
EPDR1	9606.ENSP00000199448	0.5336092046830844	0.5608318890814559	rgb(204,239,117)	Mammalian ependymin-related protein 1; Binds anionic lipids and gangliosides at acidic pH. Belongs to the ependymin family.
EPN2	9606.ENSP00000320543	0.6404319741622931	0.13500866551126517	rgb(203,239,117)	Epsin-2; Plays a role in the formation of clathrin-coated invaginations and endocytosis; Belongs to the epsin family.
EPS15	9606.ENSP00000360798	0.17244650787242632	0.2512131715771231	rgb(202,239,117)	Epidermal growth factor receptor substrate 15; Involved in cell growth regulation. May be involved in the regulation of mitogenic signals and control of cell proliferation. Involved in the internalization of ligand-inducible receptors of the receptor tyrosine kinase (RTK) type, in particular EGFR. Plays a role in the assembly of clathrin-coated pits (CCPs). Acts as a clathrin adapter required for post-Golgi trafficking. Seems to be involved in CCPs maturation including invagination or budding. Involved in endocytosis of integrin beta-1 (ITGB1) and transferrin receptor (TFR); internaliz [...] 
ERBIN	9606.ENSP00000426632	0.08088413403310457	0.19506065857885618	rgb(201,239,117)	Erbin; Acts as an adapter for the receptor ERBB2, in epithelia. By binding the unphosphorylated 'Tyr-1248' of receptor ERBB2, it may contribute to stabilize this unphosphorylated state. Inhibits NOD2-dependent NF-kappa-B signaling and proinflammatory cytokine secretion ; Belongs to the LAP (LRR and PDZ) protein family.
F3	9606.ENSP00000334145	0.12666532095276545	0.5990467937608319	rgb(200,239,117)	Tissue factor; Initiates blood coagulation by forming a complex with circulating factor VII or VIIa. The [TF:VIIa] complex activates factors IX or X by specific limited proteolysis. TF plays a role in normal hemostasis by initiating the cell-surface assembly and propagation of the coagulation protease cascade.
FABP7	9606.ENSP00000348931	0.11649172385950747	0.4352686308492201	rgb(199,239,117)	Fatty acid-binding protein, brain; B-FABP could be involved in the transport of a so far unknown hydrophobic ligand with potential morphogenic activity during CNS development. It is required for the establishment of the radial glial fiber system in developing brain, a system that is necessary for the migration of immature neurons to establish cortical layers (By similarity).
FAH	9606.ENSP00000385080	0.20878078320549054	0.4025129982668978	rgb(198,239,117)	Fumarylacetoacetase; Fumarylacetoacetate hydrolase.
FAM120C	9606.ENSP00000364324	0.26909568025837705	0.8283362218370884	rgb(197,239,117)	Constitutive coactivator of PPAR-gamma-like protein 2; Family with sequence similarity 120C; Belongs to the constitutive coactivator of PPAR-gamma family.
FAM49A	9606.ENSP00000370724	0.09614452967299153	0.6645580589254767	rgb(232,239,117)	Protein FAM49A; Belongs to the FAM49 family.
FAM49B	9606.ENSP00000429150	0.30470327008478	0.08587521663778164	rgb(231,239,117)	Protein FAM49B.
